Title,Link,OriginalLink,Description,PubDate,Year,Keyword
"KB손해보험, '반짝반짝 폐지수거 어르신 교통사고 예방 지원' 사업 박차",https://www.joongangenews.com/news/articleView.html?idxno=520704,https://www.joongangenews.com/news/articleView.html?idxno=520704,이와 함께 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 피해 예방 및 대응 방법에 대한 교육도 진행해 큰 호응을 얻었다. KB손해보험은 폐지수거 어르신들을 위한 생계형 노동 특성상 교통사고 위험을... ,2026-05-20 16:08:00+09:00,2026.0,보이스피싱 피해
[보험 NOW] KB라이프·하나손보·교보생명·KB손보,http://www.wikileaks-kr.org/news/articleView.html?idxno=187630,http://www.wikileaks-kr.org/news/articleView.html?idxno=187630,또한 최근 고령층 피해가 늘고 있는 보이스피싱 등 금융사기 예방 교육도 함께 진행해 생활 안전 지원 범위를 확대했다. 보건복지부가 지난 2023년 발표한 실태조사에 따르면 전국 약 4만2000명의 어르신이 폐지수거를 통해... ,2026-05-20 16:04:00+09:00,2026.0,보이스피싱 피해
"단골 얼굴 멍 자국 유심히 본 편의점주, 60대 가정폭력범 잡았다",https://n.news.naver.com/mnews/article/666/0000107803?sid=102,https://www.kyeonggi.com/article/20260520580276,"또 파주경찰서는 가슴팍 높이의 계곡물에 빠진 치매 노인을 발견해 직접 구조한 시민 D씨와, 은행원으로서 기지를 발휘해 보이스피싱 추가 피해를 예방한 E씨 등에게도 각각 공로를 인정해 신고 포상금을 수여했다.... ",2026-05-20 16:01:00+09:00,2026.0,보이스피싱 피해
"제주농협, 보이스피싱 막는다… 금융사기 대응 교육 실시",https://www.newsjeju.net/news/articleView.html?idxno=421105,https://www.newsjeju.net/news/articleView.html?idxno=421105,"이번 교육은 최근 보이스피싱, 메신저 사기, 대출사기 등 전기통신금융사기 수법이 지능화·고도화됨에 따라... 교육은 ▲전기통신금융사기 대응 방안 ▲피해구제 환급 절차 등 실무 중심 프로그램으로 진행됐다. 특히... ",2026-05-20 15:58:00+09:00,2026.0,보이스피싱 피해
"경북농협, ‘금융사기 예방교육·우유 소비 캠페인’ 펼쳐",https://n.news.naver.com/mnews/article/662/0000095654?sid=102,https://www.nongmin.com/article/20260520500029,‘경북농협 농심천심(農心天心) 미래교육 봉사단’ 활동의 하나로 연 이번 행사는 최근 고령층을 대상으로 급증하고 있는 보이스피싱 피해를 예방하기 위한 목적이다. 행사에서 봉사단 소속 전문강사가 최근 빈번하게... ,2026-05-20 15:54:00+09:00,2026.0,보이스피싱 피해
"[제주경제소식] 제주은행, 4·3 유족 초청 행사",https://n.news.naver.com/mnews/article/421/0008956610?sid=102,https://www.news1.kr/local/jeju/6172900,공유하며 영업 현장의 대응력을 높이는 데 중점을 뒀다. 한편 지난 1월 제주시농협 서부지점 양정윤 과장과 NH농협은행 노형금융센터 신지원 계장 등이 보이스피싱 피해를 막아 제주경찰청으로부터 감사장을 받기도 했다.,2026-05-20 15:52:00+09:00,2026.0,보이스피싱 피해
"KB손해보험, 폐지수거 어르신 교통안전 지원…'반짝반짝 캠페인' 9년째 ...",https://www.industrynews.co.kr/news/articleView.html?idxno=81271,https://www.industrynews.co.kr/news/articleView.html?idxno=81271,인더스트리뉴스 이주엽 기자  KB손해보험이 폐지수거 어르신들의 교통사고 예방과 금융사기 피해 방지를... 이와 함께 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 예방 및 대응 방법에 대한 교육도 함께... ,2026-05-20 15:48:00+09:00,2026.0,보이스피싱 피해
“통장만 보내지 말고 사람도 보내쇼” 1170억 돈세탁 한·중 조직 덜미...,https://n.news.naver.com/mnews/article/016/0002646117?sid=102,https://biz.heraldcorp.com/article/10742078?ref=naver,이들이 공급한 계좌에 입금된 범죄수익금은 310억원 규모로 대부분 보이스피싱과 투자·리딩사기 피해금이었다. 중국 심천에 거점을 둔 자금세탁 조직 ‘ㄴ’은 별도로 860억원 상당을 세탁한 것으로 파악됐다. “통장만... ,2026-05-20 15:46:00+09:00,2026.0,보이스피싱 피해
"KB손보, 폐지수거 어르신 안전 공백 줄인다…'반짝반짝 캠페인' 9년째",http://www.newsian.co.kr/news/articleView.html?idxno=89912,http://www.newsian.co.kr/news/articleView.html?idxno=89912,"이와 함께 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 피해 예방 및 대응 방법에 대한 교육도 진행해 큰 호응을 얻었다. 김규동 KB손해보험 ESG상생금융Unit장은 ""폐지수거 어르신들은 교통사고뿐 아니라 각종... ",2026-05-20 15:44:00+09:00,2026.0,보이스피싱 피해
“코인·상품권으로 돈세탁”…한중 범죄조직 1170억 세탁망 적발,https://n.news.naver.com/mnews/article/025/0003524632?sid=102,https://www.joongang.co.kr/article/25429947,이들은 보이스피싱과 투자사기 피해금을 대포통장에 모은 뒤 테더코인(USDT)과 상품권 거래 등을 이용해 해외로 빼돌린 것으로 조사됐다. 서울경찰청 광역수사단 광역범죄수사대는 20일 범죄수익은닉규제법... ,2026-05-20 15:40:00+09:00,2026.0,보이스피싱 피해
"[보험 트렌드] KB손해보험, 신상품 'KB다이렉트 핏(Fit)테크 건강보험' ...",https://www.ibabynews.com/news/articleView.html?idxno=151486,https://www.ibabynews.com/news/articleView.html?idxno=151486,"이와 함께 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 피해 예방 및 대응 방법에 대한 교육도 진행해 큰 호응을 얻었다. 2023년 12월 발표된 보건복지부 실태조사에 따르면, 전국 약 4만 2천여 명의 어르신이... ",2026-05-20 15:36:00+09:00,2026.0,보이스피싱 피해
"""화장품·옷 협찬해줄게"" 미성년자 딥페이크 협박 일당 전원 쇠고랑",http://www.dynews.co.kr/news/articleView.html?idxno=851075,http://www.dynews.co.kr/news/articleView.html?idxno=851075,"전화금융사기(보이스피싱) 일당이 경찰에 붙잡혔다. 충남경찰청은 말레이시아 기반 보이스피싱 조직 총책... 이후 경찰, 디지털성범죄 피해자지원센터 등을 사칭해 피해자에게 접근해 영상물 삭제를 위한 악성 프로그램... ",2026-05-20 15:32:00+09:00,2026.0,보이스피싱 피해
진짜 은행 전화번호도 못 믿는 보이스피싱,https://www.ccdailynews.com/news/articleView.html?idxno=2417469,https://www.ccdailynews.com/news/articleView.html?idxno=2417469,동중영 동중영 정치학박사·한국경비협회 중앙회장 최근 한국의 주요 매체들이 연이어 보도한 것처럼 보이스피싱 범죄가 점점 더 교묘하게 진화하고 있다. 정부와 금융권 등의 노력으로 전체 피해 규모는 줄어드는... ,2026-05-20 15:26:00+09:00,2026.0,보이스피싱 피해
단골손님 얼굴 멍 보고 ‘가정폭력’ 신고한 편의점주,https://n.news.naver.com/mnews/article/029/0003027705?sid=102,https://www.dt.co.kr/article/12063509?ref=naver,"파주경찰서는 B씨 이외에도 가슴팍 높이의 계곡물에 빠진 치매 노인을 발견해 구조한 D씨, 은행원으로서 보이스피싱 피해자의 추가 피해를 막은 E씨 등에 대해서도 공로를 인정해 신고 포상금을 지급했다.",2026-05-20 15:22:00+09:00,2026.0,보이스피싱 피해
"노쇼사기·절도에 떠는 소상공인, 전북경찰 현장 맞춤형 범죄예방 나선...",http://www.domin.co.kr/news/articleView.html?idxno=1556077,http://www.domin.co.kr/news/articleView.html?idxno=1556077,"경기 침체와 고물가 속에서 하루 매출에 의존하는 소상공인들에게 노쇼사기, 절도, 금융사기 피해는 단순한... 이어 절도 20%, 보이스피싱 19% 순으로 집계됐다. 이어 소상공인들이 가장 필요하다고 꼽은 경찰활동은... ",2026-05-20 15:20:00+09:00,2026.0,보이스피싱 피해
일본 언론은 왜 안동에서 '에너지전환'을 먼저 보았나,https://n.news.naver.com/mnews/article/047/0002516428?sid=104,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003235937&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,"보이스피싱, 온라인 투자사기, 개인정보 탈취는 더 이상 경찰서 안의 사건이 아니다. 국경을 넘어 자금이 이동하고, 서버가 숨고, 피해자는 휴대전화 화면 앞에서 무너진다. 외교가 시민의 삶과 만나는 지점이 바로 이런... ",2026-05-20 15:11:00+09:00,2026.0,보이스피싱 피해
1000억 원대 범죄수익 세탁… 中 조직과 결탁한 대포통장 일당 송치,https://n.news.naver.com/mnews/article/469/0000931811?sid=102,https://www.hankookilbo.com/news/article/A2026052011440004522?did=NA,"대부분은 보이스피싱, 투자사기, 리딩사기로 인한 피해금이었다. 이들은 지난해 3월부터 중국 선전에 거점을 둔 '왕회장' 조직에도 대포통장을 공급해 중국에서 범죄수익금 약 860억 원을 추가로 세탁한 것으로 파악됐다.... ",2026-05-20 15:09:00+09:00,2026.0,보이스피싱 피해
단골손님 얼굴에 심한 멍…이웃 관심이 가정폭력범 잡았다,https://n.news.naver.com/mnews/article/001/0016089052?sid=101,https://www.yna.co.kr/view/AKR20260520130100060?input=1195m,"파주경찰서는 B씨 이외에도 가슴팍 높이의 계곡물에 빠진 치매 노인을 발견해 구조한 D씨, 은행원으로서 보이스피싱 피해자의 추가 피해를 막은 E씨 등에 대해서도 공로를 인정해 신고 포상금을 지급했다.",2026-05-20 15:02:00+09:00,2026.0,보이스피싱 피해
"대구경찰청, 수사·형사 기능 과·팀장 소통 워크숍",http://www.lawissue.co.kr/view.php?ud=2026052014563187349a8c8bf58f_12,http://www.lawissue.co.kr/view.php?ud=2026052014563187349a8c8bf58f_12,"참석자들은 보이스피싱·불법사금융 등 민생경제·금융범죄를 집중 검거하고, 마약범죄 및 이상동기범죄 등... 범죄피해를 줄이고 해결해 나가는 수사경찰의 역할이 결과적으로 국민의 목숨을 살리는 중요한 일""이라고... ",2026-05-20 15:00:00+09:00,2026.0,보이스피싱 피해
취약·소외계층 생애주기별 맞춤형 경제교육 인기,https://www.m-i.kr/news/articleView.html?idxno=1374715,https://www.m-i.kr/news/articleView.html?idxno=1374715,특히 투자사기·보이스피싱·AI 음성사기 등 금융 피해 예방을 위한 경제교육 수요도 증가하고 있다고 덧붙였다. 지난 14일엔 영등포장애인복지관에서 발달장애인을 대상으로 '화폐 세상이야기'를 주제로 실시됐다. 이날... ,2026-05-20 14:52:00+09:00,2026.0,보이스피싱 피해
중국 조직과 손잡고 1170억 세탁…대포통장 유통 일당 송치,https://n.news.naver.com/mnews/article/277/0005765671?sid=102,https://view.asiae.co.kr/article/2026052011484986705,"대부분 보이스피싱과 투자사기, 투자 리딩 사기 피해금이었다. 중국 자금세탁 조직은 피싱 사기 조직을 운영하던 김모씨(48)가 총괄했다. 김씨는 지난해 8월 또 다른 총책 C씨(44)를 영입해 자금세탁 조직 운영을 맡겼다.... ",2026-05-20 14:47:00+09:00,2026.0,보이스피싱 피해
보이스피싱 가담으로 형사 처벌 대상 됐다면,https://www.gokorea.kr/news/articleView.html?idxno=867060,https://www.gokorea.kr/news/articleView.html?idxno=867060,일자리가 마땅치 않은 청년들과 주부들이 보이스피싱 범죄에 연루되는 경우가 많아지고 있다. 보이스피싱... 수사기관은 피의자를 단순한 피해자가 아닌 '범행을 묵인한 공범'으로 보고 수사를 개시하므로 초기 진술에서... ,2026-05-20 14:44:00+09:00,2026.0,보이스피싱 피해
"KB손해보험, 폐지수거 어르신 안전 지원 '반짝반짝 캠페인' 9년째 지속",https://www.polinews.co.kr/news/articleView.html?idxno=731732,https://www.polinews.co.kr/news/articleView.html?idxno=731732,또한 보이스피싱 등 금융사기 피해 예방 교육도 함께 진행해 일상생활 속 위험 요소에 대한 대응 역량을 높이는 데 중점을 뒀다. 보건복지부에 따르면 전국 약 4만 2천여 명의 어르신이 폐지수거를 통해 생계를 유지하고... ,2026-05-20 14:44:00+09:00,2026.0,보이스피싱 피해
"KB손해보험, 폐지수거 어르신 위한 교통안전 캠페인 실시",https://www.delighti.co.kr/news/articleView.html?idxno=116630,https://www.delighti.co.kr/news/articleView.html?idxno=116630,"또한 보이스피싱 등 일상 속에서 발생할 수 있는 금융사기 피해를 예방하기 위한 교육도 함께 진행해 피해 사례와 대응 방법 등을 안내했다. 보건복지부가 2023년 12월 발표한 실태조사에 따르면, 전국 약 4만2000명의... ",2026-05-20 14:42:00+09:00,2026.0,보이스피싱 피해
"[보험업계 소식] DB생명, KB라이프, 삼성화재, KB손해보험",https://www.financialpost.co.kr/news/articleView.html?idxno=259799,https://www.financialpost.co.kr/news/articleView.html?idxno=259799,"또 안전조끼, 단디바, 장갑, 마스크 등으로 구성된 안전용품 300세트를 전달했다. 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 피해 예방과 대응 방법에 대한 교육도 이어졌다.",2026-05-20 14:38:00+09:00,2026.0,보이스피싱 피해
[금융체크] 신한은행·카카오페이·신복위 등,http://www.bizwnews.com/news/articleView.html?idxno=137001,http://www.bizwnews.com/news/articleView.html?idxno=137001,"채무자구제제도, 신용관리 방법, 보이스피싱 대응 등 실생활에 필요한 금융 정보를 중점적으로 교육한다. 김창건 인천·경기북부지역본부장은 ""신복위는 채무종합상담기구로서 김포시와 협력하여 금융사기피해 예방을... ",2026-05-20 14:24:00+09:00,2026.0,보이스피싱 피해
"지난 1∼4월 인천지역 내 보이스피싱 범죄 건수 252건, 지난해에 비해 감...",https://www.kihoilbo.co.kr/news/articleView.html?idxno=3023396,https://www.kihoilbo.co.kr/news/articleView.html?idxno=3023396,올해 지역 내 보이스피싱 피해액은 112억 원으로 지난해 같은 기간(207억 원)보다 45.9% 줄어들었다. 인천경찰청은 보이스피싱 범죄에 대한 대대적인 단속과 차단 활동이 이 같은 성과로 이어진 것으로 분석하고 있다.... ,2026-05-20 14:20:00+09:00,2026.0,보이스피싱 피해
"금융결제원, 어카운트인포 플랫폼 고도화…자산 관리·보안·행정까지 ...",https://n.news.naver.com/mnews/article/030/0003429636?sid=101,https://www.etnews.com/20260520000089,보이스피싱과 명의 도용 범죄에 대응하기 위한 보안 기능도 한층 강화됐다. '안심차단 서비스'는 범죄의... 긴급 상황 시에는 '본인계좌 일괄지급정지' 및 '분실카드 한 번에 신고'를 통해 피해 확산을 막는 골든타임을... ,2026-05-20 14:01:00+09:00,2026.0,보이스피싱 피해
"""다카이치 총리 고향 '나라'에서 이재명 대통령 고향 '안동'으로""…한일...",https://www.tournews21.com/news/articleView.html?idxno=135334,https://www.tournews21.com/news/articleView.html?idxno=135334,"보이스피싱과 온라인 금융사기 등 국경을 넘나드는 범죄가 늘어나는 상황에서, 두 나라는 수사 공조와 정보 공유를 강화해 국민 피해를 줄여나간다는 방침이다. 국제 정세와 에너지 안보 역시 회담의 핵심 축이었다. 양국... ",2026-05-20 13:54:00+09:00,2026.0,보이스피싱 피해
"[자막뉴스] ""화장품 협찬해줄게"" 10대에 접근…'딥 페이크 성 착취물' 만...",https://n.news.naver.com/mnews/article/055/0001357749?sid=102,https://news.sbs.co.kr/news/endPage.do?news_id=N1008570818&plink=ORI&cooper=NAVER,"활동한 보이스피싱 조직 총책 20대 A 씨 등 모두 6명을 구속 송치했습니다. A 씨 일당은 지난 2024년 9월부터... 이들은 미성년자의 얼굴 사진 등을 받아 딥페이크 성 착취물을 만들었고, 이를 미끼로 미성년 피해자에게 돈을... ",2026-05-20 13:52:00+09:00,2026.0,보이스피싱 피해
"""화장품 협찬해줄게""…학생 딥페이크 제작·협박 피싱 조직 검거",https://n.news.naver.com/mnews/article/079/0004148902?sid=102,https://www.nocutnews.co.kr/news/6520111?utm_source=naver&utm_medium=article&utm_campaign=20260520014946,"기반 보이스피싱 조직 총책 20대 A씨 등 모두 6명을 구속 송치했다고 20일 밝혔다. 이들은 2024년 9월부터 약 한... 이후 경찰, 디지털성범죄 피해자지원센터 등 유관기관을 사칭해 피해자들에게 접근한 뒤, 영상물 삭제에... ",2026-05-20 13:50:00+09:00,2026.0,보이스피싱 피해
'협찬 미끼' 사진으로 딥페이크물 제작해 금품 요구한 조직 검거,https://n.news.naver.com/mnews/article/421/0008956094?sid=102,https://www.news1.kr/local/daejeon-chungnam/6172646,요구한 보이스피싱 조직이 경찰에 붙잡혔다. 충남경찰청 사이버범죄수사대는 정보통신망법·성폭력처벌법... 제작해 피해자와 그 부모 등에게 금품을 요구한 혐의다. 이들은 경찰과 디지털성범죄 피해자지원센터 등... ,2026-05-20 13:43:00+09:00,2026.0,보이스피싱 피해
"KB손보, 폐지수거 어르신 위한 '반짝반짝 캠페인' 진행",https://www.cstimes.com/news/articleView.html?idxno=706585,https://www.cstimes.com/news/articleView.html?idxno=706585,이와 함께 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 피해 예방 및 대응 방법에 대한 교육도 진행됐다. 회사 측은 생계 유지를 위해 폐지를 수거하는 어르신이 안전사고 위험에 노출돼 있는 현실에 주목해... ,2026-05-20 13:38:00+09:00,2026.0,보이스피싱 피해
"[금융zip] 신한은행, '국민참여형 국민성장펀드' 450억원 한도 판매 外",https://www.getnews.co.kr/news/articleView.html?idxno=870538,https://www.getnews.co.kr/news/articleView.html?idxno=870538,"이와 함께 보이스피싱 등 일상생활에서 발생할 수 있는 금융사기 피해 예방와 대응 방법에 대한 교육도 이뤄졌다. 2023년 12월 발표된 보건복지부 실태조사에 따르면, 전국 약 4만2000여명의 어르신이 폐지수거를 통해... ",2026-05-20 13:32:00+09:00,2026.0,보이스피싱 피해
[더밸류 브리핑] 오늘의 KB 보험 소식…KB손보·KB라이프,http://www.thevaluenews.co.kr/news/view.php?idx=198881,http://www.thevaluenews.co.kr/news/view.php?idx=198881,특히 보이스피싱 등 어르신들이 취약할 수 있는 금융사기 피해 예방 및 대응 방법에 대한 교육을 병행하여 현장에서 큰 호응을 얻었다. 보건복지부 실태조사에 따르면 전국적으로 약 4만2000여 명의 어르신이 폐지수거로... ,2026-05-20 13:24:00+09:00,2026.0,보이스피싱 피해
"[경제소식] 신한은행, '국민참여형 국민성장펀드' 출시",http://www.4th.kr/news/articleView.html?idxno=2111998,http://www.4th.kr/news/articleView.html?idxno=2111998,"금융사기 피해 방지를 위한 사회공헌 활동을 이어가고 있다. KB손해보험은 20일 폐지수거 어르신 지원... 현장에서는 야간 및 새벽 시간대 도로 이동 시 주의사항과 보행 안전 수칙 등을 안내했으며, 보이스피싱 등 금융... ",2026-05-20 13:18:00+09:00,2026.0,보이스피싱 피해
광주 보이스피싱 범죄 47.8% 감소,https://www.newspim.com/news/view/20260520000588,https://www.newspim.com/news/view/20260520000588,[사진=뉴스핌 DB] 보이스피싱 피해 발생 후 검거에 집중하던 기존 수사 체계에서 탈피해 선제적인 예방 활동을 강화한 결과라는 분석이다. 실제로 피싱 의심 전화번호 차단 등을 통해 214명의 피의자을 검거해 28억원... ,2026-05-20 13:18:00+09:00,2026.0,보이스피싱 피해
광주 1~4월 보이스피싱 95건..작년보다 47.8% 감소,https://kjmbc.co.kr/NewsArticle/1519544,https://kjmbc.co.kr/NewsArticle/1519544,올해 1월부터 4월까지 광주에서 발생한 보이스피싱 피해가 작년보다 대폭 감소한 것으로 나타났습니다. 광주경찰청에 따르면 올해 1~4월 광주지역 보이스피싱 발생 건수는 95건으로 작년 같은 기간 182건 대비 47.8... ,2026-05-20 13:10:00+09:00,2026.0,보이스피싱 피해
고창경찰서 모양지구대 베스트순찰팀에 선정,http://www.jeollailbo.com/news/articleView.html?idxno=800720,http://www.jeollailbo.com/news/articleView.html?idxno=800720,"앞서 모양지구대 1팀은 최근 증가하는 보이스피싱 및 노쇼 사기 피해 예방을 위해 금융기관‧소상공인‧유관기관과의 긴밀한 협조체계를 구축해 범죄 수법을 공유하고 신고 활성화를 유도하는 한편, 주민 대상 예방 홍보... ",2026-05-20 12:46:00+09:00,2026.0,보이스피싱 피해
중국서 활동하며 대포통장 유통시킨 일당 검거,https://n.news.naver.com/mnews/article/009/0005682632?sid=102,https://www.mk.co.kr/article/12053060,"지난해 5월까지 A조직이 공급한 대포통장에 입금된 범죄수익금은 310억원 상당으로, 대부분 보이스피싱·투자사기·리딩사기로 인한 피해금으로 확인됐다. 중국 선전 지역에 거점을 두고 보이스피싱을 일삼던 B조직은... ",2026-05-20 12:41:00+09:00,2026.0,보이스피싱 피해
"""의심스러운 전화는 끊자""…인천서 보이스피싱 252건, 작년보다 44%↓",https://n.news.naver.com/mnews/article/277/0005765590?sid=102,https://view.asiae.co.kr/article/2026052012361938316,"하지만 보이스피싱 피해 규모가 110억원에 달해 여전히 높은 수준이고, 최근에는 가스라이팅을 통해 피해자의 이성적인 판단을 흐리게 하는 이른바 '셀프감금'과 같은 범행 수법이 갈수록 교묘해지고 지능화하고 있다.... ",2026-05-20 12:36:00+09:00,2026.0,보이스피싱 피해
"대포통장 1개당 2500만원에 공급하고 AS까지…경찰, 韓·中조직 149명 검...",https://n.news.naver.com/mnews/article/022/0004129480?sid=102,https://www.segye.com/newsView/20260520507586?OutUrl=naver,"대부분 보이스피싱이나 투자사기, 리딩사기로 인한 피해금이다. 이들은 경찰 수사에 대비해 텔레그램 대화방을 만들어 준비했고, 대화방 캡쳐본을 수사팀에 제출하는 방식으로 조직적인 범행 은폐를 시도하기도 했다.... ",2026-05-20 12:33:00+09:00,2026.0,보이스피싱 피해
‘대포통장 유통’ 1170억원 범죄 수익 세탁…한·중 조직 149명 검거,https://n.news.naver.com/mnews/article/081/0003645392?sid=102,https://www.seoul.co.kr/news/society/2026/05/20/20260520500104?wlog_tag3=naver,보이스피싱과 투자 리딩 사기 등으로 챙긴 범죄수익금 약 1170억원을 국내 대포통장과 가상자산(암호화폐)... 이들은 텔레그램 광고 등을 보고 대출을 받기 위해 연락한 피해자들에게 ‘은행 인증번호를 알려 달라’고 한... ,2026-05-20 12:30:00+09:00,2026.0,보이스피싱 피해
"광주경찰, 보이스피싱 피해액 64% 감소",https://www.mhns.co.kr/news/articleView.html?idxno=747932,https://www.mhns.co.kr/news/articleView.html?idxno=747932,"더쎈뉴스 / The CEN News 반정미 기자  |   광주경찰청은 올해 1월부터 4월까지 보이스피싱 범죄를 분석한 결과, 지난해 같은 기간보다 발생 건수는 47.8%, 피해액은 64% 감소했다고 밝혔다. 올해 1~4월 광주지역 보이스피싱... ",2026-05-20 12:28:00+09:00,2026.0,보이스피싱 피해
"[보험업계 동향] 삼성화재ㆍKB손해보험ㆍDB생명,ㆍKB라이프(5.20)",http://www.weeklytoday.com/news/articleView.html?idxno=776427,http://www.weeklytoday.com/news/articleView.html?idxno=776427,금융 범죄 노출 막는 생활 교육 병행 올해 행사에서는 신체 안전을 지키는 교통 교육뿐 아니라 일상 속 금융사기 피해를 예방하기 위한 교육도 함께 진행됐다. 어르신들이 취약할 수 있는 보이스피싱의 최신 유형과... ,2026-05-20 12:24:00+09:00,2026.0,보이스피싱 피해
"경북농협, 고령층 금융사기 예방교육·우유 소비 캠페인 실시",https://www.dkilbo.com/news/articleView.html?idxno=544841,https://www.dkilbo.com/news/articleView.html?idxno=544841,"이번 행사는 고령층 대상 보이스피싱 피해를 예방하고 소비 침체로 어려움을 겪는 낙농가를 지원하고자 마련됐다. 이날 칠곡군 대한노인회 회원 100여 명을 대상으로 최근 발생한 주요 금융사기 사례, 의심 상황별 대처... ",2026-05-20 12:20:00+09:00,2026.0,보이스피싱 피해
‘대출사기 당했다’ 허위 시나리오까지…1천억대 자금세탁 조직 검거,https://n.news.naver.com/mnews/article/056/0012184723?sid=102,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8565816&ref=A,"이들이 세탁한 범죄수익금 규모는 천170억 원가량, 대부분 보이스피싱과 투자리딩 사기 피해금이었습니다. 이들은 대포통장으로 피해금을 받은 뒤, 테더코인을 사들여 송금하거나 단순한 상품권 거래로 위장해 자금을... ",2026-05-20 12:13:00+09:00,2026.0,보이스피싱 피해
“저희 합법인데요?” 경찰 대응 강령 만들고 1170억 세탁… 韓·中 범죄...,https://n.news.naver.com/mnews/article/023/0003977455?sid=102,https://www.chosun.com/national/national_general/2026/05/20/BLXQ2XK7ERHVXO36MDNVGNRXUM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,유통하고 보이스피싱과 사기 범죄 등으로 벌어들인 범죄수익금 1170억을 세탁한 한국·중국 범죄 조직원들이... 조직원들이 유통한 계좌만 80여 개에 입금된 사기 피해금 액수는 총 1170억원으로 조사됐다. 일당의... ,2026-05-20 12:09:00+09:00,2026.0,보이스피싱 피해
KB손보 폐지수거 어르신 안전 지원,https://www.newsclaim.co.kr/news/articleView.html?idxno=3064200,https://www.newsclaim.co.kr/news/articleView.html?idxno=3064200,아울러 일상생활에서 쉽게 노출될 수 있는 보이스피싱 등 각종 금융사기 피해 예방 및 대응 방법에 대한 교육도 병행해 참석자들에게 큰 호응을 얻었습니다. 지난 2018년부터 시작된 이 캠페인은 상시 교통사고 위험에... ,2026-05-20 12:04:00+09:00,2026.0,보이스피싱 피해
'1170억 범죄수익' 테더코인 세탁…한·중 거점 조직 일망타진,https://n.news.naver.com/mnews/article/018/0006285896?sid=102,http://www.edaily.co.kr/news/newspath.asp?newsid=03384966645450888,"해당 자금은 대부분 보이스피싱·투자사기·리딩사기 등으로 발생한 피해금으로 드러났다. 두 조직은 초기 단순한 대포통장 공급 관계였으나, 지난해 3월부터는 ‘ㄱ’ 조직원들이 중국 현지에 직접 파견돼 피싱과... ",2026-05-20 12:02:00+09:00,2026.0,보이스피싱 피해
"""통장 하나 2500만원"" 대포계좌로 1170억원 세탁한 일당",https://n.news.naver.com/mnews/article/014/0005524117?sid=102,http://www.fnnews.com/news/202605201112439568,"이들이 공급한 대포통장을 통해 2025년 5월까지 보이스피싱, 투자사기, 리딩사기 피해금 등 310억원 상당이 세탁된 것으로 조사됐다. 중국 자금세탁 조직은 2024년 8월 또 다른 총책 C씨(44·남)를 영입해 조직을 총괄하게... ",2026-05-20 12:01:00+09:00,2026.0,보이스피싱 피해
1∼4월 인천서 보이스피싱 252건…작년보다 44% 줄어,https://news.skbroadband.com/news/articleView.html?idxno=227498,https://news.skbroadband.com/news/articleView.html?idxno=227498,"또 보이스피싱 범죄 피해액은 112억 원으로, 지난해보다 45.9% 줄어든 것으로 집계됐습니다. 인천경찰청은 점조직 형태로 진화하는 보이스피싱 범죄를 근절하기 위해 광역범죄수사대와 경찰서에서 전담팀을 운영하면서... ",2026-05-20 12:00:00+09:00,2026.0,보이스피싱 피해
중국 조직과 결탁…1170억 세탁한 대포통장 일당 149명 검거,https://n.news.naver.com/mnews/article/421/0008955682?sid=102,https://www.news1.kr/society/incident-accident/6172469,조사 결과 A 조직이 공급한 대포통장에는 약 310억원 상당 범죄수익금이 입금됐으며 대부분 보이스피싱과 투자리딩사기 피해금으로 확인됐다. B 조직이 사용한 계좌에는 약 860억원 상당 피해금이 입금된 것으로... ,2026-05-20 12:00:00+09:00,2026.0,보이스피싱 피해
'中 조직과 결탁' 대포통장 유통한 일당 149명 검거…7명 구속,https://n.news.naver.com/mnews/article/003/0013956386?sid=102,https://www.newsis.com/view/NISX20260520_0003637309,"마찬가지로 보이스피싱, 투자리딩 사기로 인한 피해금으로 확인됐다. B조직은 대포계좌의 정상 거래 여부를 시험하기 위해 각종 후원회·단체·협동조합 등에 후원금 명목으로 1만원 미만의 소액을 지속적으로 송금하는... ",2026-05-20 12:00:00+09:00,2026.0,보이스피싱 피해
"조폭 손잡고 1170억 돈세탁...'대포통장 유통' 한·중 조직, 149명 검거",https://n.news.naver.com/mnews/article/008/0005360451?sid=102,https://www.mt.co.kr/society/2026/05/20/2026052009335652845,대부분 보이스피싱과 투자사기 피해금이다. 이 가운데 13억8000만원은 기소 전 몰수·추징 보전됐다. 당초 대포통장만 거래하던 두 조직은 지난해 3월부터 조직원들을 파견하고 피싱과 자금세탁으로 얻은 범죄 수익을... ,2026-05-20 12:00:00+09:00,2026.0,보이스피싱 피해
